
Gurobi 9.5.2 (mac64[arm]) logging started Mon Apr 24 17:52:26 2023

Set parameter LogFile to value "Java/output/iterative_model/scenario_seed_4_nJob_50_machineCount_1/mip_increment_1/log.txt"
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (mac64[arm])
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 2504 rows, 20553 columns and 230592 nonzeros
Model fingerprint: 0x5c04b178
Variable types: 0 continuous, 20553 integer (20553 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+02]
  Objective range  [2e+01, 1e+07]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+00]
Found heuristic solution: objective 7.198173e+07
Presolve removed 83 rows and 1347 columns
Presolve time: 0.26s
Presolved: 2421 rows, 19206 columns, 211573 nonzeros
Variable types: 0 continuous, 19206 integer (19194 binary)

Root relaxation: objective 1.499996e+04, 4214 iterations, 0.24 seconds (0.59 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
     0     0 15167.5248    0  474 16432.0000 15167.5248  7.70%     -    7s
     0     0 15167.8192    0  484 16432.0000 15167.8192  7.69%     -    7s
     0     0 15168.3415    0  473 16432.0000 15168.3415  7.69%     -    7s
     0     0 15168.4250    0  495 16432.0000 15168.4250  7.69%     -    7s
     0     0 15173.1539    0  490 16432.0000 15173.1539  7.66%     -    8s
     0     0 15174.9525    0  501 16432.0000 15174.9525  7.65%     -    8s
H    0     0                    16416.000000 15174.9525  7.56%     -    8s
     0     0 15175.5101    0  509 16416.0000 15175.5101  7.56%     -    8s
     0     0 15175.6698    0  507 16416.0000 15175.6698  7.56%     -    8s
     0     0 15175.6974    0  509 16416.0000 15175.6974  7.56%     -    8s
     0     0 15180.0344    0  489 16416.0000 15180.0344  7.53%     -    8s
     0     0 15180.9665    0  519 16416.0000 15180.9665  7.52%     -    8s
     0     0 15181.3653    0  531 16416.0000 15181.3653  7.52%     -    8s
     0     0 15181.5094    0  540 16416.0000 15181.5094  7.52%     -    8s
     0     0 15186.9415    0  540 16416.0000 15186.9415  7.49%     -    8s
     0     0 15188.2778    0  565 16416.0000 15188.2778  7.48%     -    9s
     0     0 15188.7548    0  548 16416.0000 15188.7548  7.48%     -    9s
     0     0 15188.9672    0  564 16416.0000 15188.9672  7.47%     -    9s
     0     0 15189.2075    0  557 16416.0000 15189.2075  7.47%     -    9s
     0     0 15189.4189    0  557 16416.0000 15189.4189  7.47%     -    9s
     0     0 15189.6324    0  543 16416.0000 15189.6324  7.47%     -    9s
     0     0 15189.6587    0  553 16416.0000 15189.6587  7.47%     -    9s
     0     0 15193.3689    0  569 16416.0000 15193.3689  7.45%     -    9s
     0     0 15194.0101    0  582 16416.0000 15194.0101  7.44%     -   10s
     0     0 15194.4113    0  592 16416.0000 15194.4113  7.44%     -   10s
     0     0 15194.6131    0  583 16416.0000 15194.6131  7.44%     -   10s
     0     0 15198.5405    0  581 16416.0000 15198.5405  7.42%     -   10s
     0     0 15199.3632    0  577 16416.0000 15199.3632  7.41%     -   10s
     0     0 15199.9128    0  579 16416.0000 15199.9128  7.41%     -   10s
     0     0 15200.1167    0  575 16416.0000 15200.1167  7.41%     -   10s
     0     0 15203.2896    0  569 16416.0000 15203.2896  7.39%     -   11s
     0     0 15205.9509    0  561 16416.0000 15205.9509  7.37%     -   11s
     0     0 15206.3180    0  579 16416.0000 15206.3180  7.37%     -   11s
     0     0 15206.4843    0  588 16416.0000 15206.4843  7.37%     -   11s
     0     0 15208.7350    0  606 16416.0000 15208.7350  7.35%     -   11s
H    0     0                    16320.000000 15208.7350  6.81%     -   11s
     0     0 15209.4119    0  619 16320.0000 15209.4119  6.81%     -   11s
H    0     0                    16192.000000 15209.4119  6.07%     -   11s
     0     0 15209.9114    0  622 16192.0000 15209.9114  6.07%     -   11s
     0     0 15210.0697    0  626 16192.0000 15210.0697  6.06%     -   12s
H    0     0                    16064.000000 15210.0697  5.32%     -   12s
H    0     0                    16032.000000 15210.0697  5.13%     -   12s
     0     0 15211.6182    0  629 16032.0000 15211.6182  5.12%     -   12s
     0     0 15212.3730    0  615 16032.0000 15212.3730  5.11%     -   12s
     0     0 15212.5651    0  611 16032.0000 15212.5651  5.11%     -   12s
     0     0 15214.7660    0  614 16032.0000 15214.7660  5.10%     -   13s
     0     0 15215.9766    0  623 16032.0000 15215.9766  5.09%     -   13s
     0     0 15216.3017    0  621 16032.0000 15216.3017  5.09%     -   13s
     0     0 15216.4556    0  632 16032.0000 15216.4556  5.09%     -   13s
     0     0 15217.7183    0  632 16032.0000 15217.7183  5.08%     -   13s
H    0     0                    16000.000000 15217.7183  4.89%     -   13s
     0     0 15218.0803    0  642 16000.0000 15218.0803  4.89%     -   13s
     0     0 15218.1279    0  650 16000.0000 15218.1279  4.89%     -   13s
     0     0 15218.6771    0  651 16000.0000 15218.6771  4.88%     -   13s
     0     0 15218.6771    0  647 16000.0000 15218.6771  4.88%     -   14s
     0     2 15218.7109    0  641 16000.0000 15218.7109  4.88%     -   14s
     1     4 15218.7109    1  642 16000.0000 15218.7109  4.88%   103   15s
H   36    40                    15952.000000 15223.6009  4.57%  2004   17s
    56    65 15226.6919    6  633 15952.0000 15226.6919  4.55%  1962   20s
H   64    73                    15904.000000 15226.6919  4.26%  1888   21s
   126   135 15333.9432   10  527 15904.0000 15231.8935  4.23%  1736   25s
H  146   144                    15824.000000 15231.8935  3.74%  1639   25s
H  188   184                    15776.000000 15231.8935  3.45%  1530   28s
   227   225 15285.6426   17  557 15776.0000 15231.8935  3.45%  1452   30s
   303   287 15358.7271   23  494 15776.0000 15231.8935  3.45%  1448   35s
   455   395 15375.2253   30  489 15776.0000 15231.8935  3.45%  1450   40s
   565   501 15399.5187   34  465 15776.0000 15231.8935  3.45%  1482   45s
   712   569 15471.0382   39  450 15776.0000 15231.8935  3.45%  1420   50s
   871   716 15523.2093   47  417 15776.0000 15231.8935  3.45%  1476   55s
  1048   807 15349.2006   10  458 15776.0000 15254.0900  3.31%  1472   60s
  1316   942 15446.9769   14  390 15776.0000 15266.6745  3.23%  1456   66s
  1501   990 15289.4222   11  223 15776.0000 15272.2727  3.19%  1431   71s
  1519  1002 15467.7509   27  641 15776.0000 15272.2727  3.19%  1414   75s
  1529  1012 15272.2727   15  543 15776.0000 15272.2727  3.19%  1427   83s
  1531  1015 15404.0992   16  427 15776.0000 15272.2727  3.19%  1429   88s
  1535  1022 15462.7563   17  447 15776.0000 15272.2727  3.19%  1432   94s
  1543  1027 15488.2012   18  440 15776.0000 15272.2727  3.19%  1445   96s
  1567  1042 15755.9108   19  399 15776.0000 15289.2681  3.09%  1469  101s
  1597  1060 15526.0349   22  393 15776.0000 15292.5270  3.06%  1492  105s
  1666  1101 15557.0083   26  415 15776.0000 15292.5270  3.06%  1525  110s
  1736  1143 15629.1180   32  366 15776.0000 15292.5270  3.06%  1542  116s
  1812  1148 15690.4728   38  335 15776.0000 15292.5270  3.06%  1534  121s
  1876  1163 15422.2402   21  606 15776.0000 15314.0024  2.93%  1544  126s
  1945  1199 15609.5286   26  461 15776.0000 15314.0024  2.93%  1558  130s
  2069  1224 15743.8240   35  362 15776.0000 15318.8509  2.90%  1565  136s
  2142  1243 15449.4189   21  549 15776.0000 15318.8509  2.90%  1565  140s
  2220  1276 15473.8336   24  548 15776.0000 15318.8509  2.90%  1603  146s
  2289  1293 15478.9518   26  532 15776.0000 15318.8509  2.90%  1627  151s
  2364  1327 15487.0268   28  517 15776.0000 15318.8509  2.90%  1637  156s
  2456  1336 15529.9728   31  545 15776.0000 15318.8509  2.90%  1660  161s
  2493  1345 15637.3058   33  469 15776.0000 15318.8509  2.90%  1677  166s
  2579  1378 15598.4710   39  420 15776.0000 15318.8509  2.90%  1698  172s
  2648  1377 15718.6892   42  455 15776.0000 15318.8509  2.90%  1699  175s
  2781  1378 15611.6861   22  557 15776.0000 15345.7750  2.73%  1717  181s
  2842  1376 15675.7164   24  487 15776.0000 15345.7750  2.73%  1718  185s
  2923  1419 15752.4818   34  457 15776.0000 15373.9377  2.55%  1730  191s
  3026  1460 15760.3076   31  389 15776.0000 15382.8523  2.49%  1760  198s
  3079  1455 15575.4233   24  425 15776.0000 15388.1060  2.46%  1769  200s

Cutting planes:
  Gomory: 5
  Cover: 5
  Clique: 224
  MIR: 383
  StrongCG: 203
  Flow cover: 81
  GUB cover: 128
  Inf proof: 1
  Zero half: 19
  Mod-K: 3
  RLT: 3
  Relax-and-lift: 6

Explored 3101 nodes (5552172 simplex iterations) in 200.02 seconds (695.92 work units)
Thread count was 8 (of 8 available processors)

Solution count 10: 15776 15776 15824 ... 16192

Time limit reached
Best objective 1.577600000000e+04, best bound 1.539200000000e+04, gap 2.4341%

Gurobi 9.5.2 (mac64[arm]) logging started Mon Apr 24 17:55:46 2023

Set parameter LogFile to value "Java/output/iterative_model/scenario_seed_4_nJob_50_machineCount_1/mip_increment_1/log.txt"
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (mac64[arm])
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 2502 rows, 15360 columns and 188071 nonzeros
Model fingerprint: 0xde49aa7a
Variable types: 0 continuous, 15360 integer (15360 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+02]
  Objective range  [4e+02, 2e+06]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+00]
Presolve removed 630 rows and 1186 columns
Presolve time: 0.22s
Presolved: 1872 rows, 14174 columns, 170688 nonzeros
Variable types: 0 continuous, 14174 integer (14164 binary)

Root relaxation: objective 9.756608e+03, 6248 iterations, 0.44 seconds (1.06 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 9756.60751    0  202          - 9756.60751      -     -    0s
H    0     0                    6170672.0000 9756.60751   100%     -    1s
H    0     0                    4174668.0000 9756.60751   100%     -    1s
     0     0 9770.55318    0  297 4174668.00 9770.55318   100%     -    1s
H    0     0                    10388.000000 9770.55318  5.94%     -    2s
     0     0 9770.66845    0  295 10388.0000 9770.66845  5.94%     -    2s
     0     0 9770.67775    0  309 10388.0000 9770.67775  5.94%     -    2s
     0     0 9785.33176    0  351 10388.0000 9785.33176  5.80%     -    3s
     0     0 9785.33176    0  209 10388.0000 9785.33176  5.80%     -    3s
H    0     0                    10360.000000 9785.33176  5.55%     -    3s
     0     0 9785.33176    0  317 10360.0000 9785.33176  5.55%     -    4s
     0     0 9789.33380    0  325 10360.0000 9789.33380  5.51%     -    4s
     0     0 9789.77902    0  345 10360.0000 9789.77902  5.50%     -    4s
     0     0 9789.85258    0  349 10360.0000 9789.85258  5.50%     -    4s
     0     0 9789.85309    0  348 10360.0000 9789.85309  5.50%     -    4s
     0     0 9798.36493    0  401 10360.0000 9798.36493  5.42%     -    4s
H    0     0                    10244.000000 9798.36493  4.35%     -    4s
     0     0 9799.50723    0  413 10244.0000 9799.50723  4.34%     -    4s
     0     0 9799.81133    0  415 10244.0000 9799.81133  4.34%     -    4s
     0     0 9799.82549    0  423 10244.0000 9799.82549  4.34%     -    4s
     0     0 9809.75219    0  438 10244.0000 9809.75219  4.24%     -    5s
     0     0 9811.23978    0  445 10244.0000 9811.23978  4.22%     -    5s
     0     0 9811.38410    0  462 10244.0000 9811.38410  4.22%     -    5s
     0     0 9811.43434    0  451 10244.0000 9811.43434  4.22%     -    5s
     0     0 9811.44289    0  461 10244.0000 9811.44289  4.22%     -    5s
     0     0 9819.56532    0  455 10244.0000 9819.56532  4.14%     -    5s
     0     0 9820.80306    0  470 10244.0000 9820.80306  4.13%     -    5s
     0     0 9821.45743    0  475 10244.0000 9821.45743  4.12%     -    5s
     0     0 9821.64136    0  490 10244.0000 9821.64136  4.12%     -    5s
H    0     0                    10212.000000 9821.64136  3.82%     -    5s
     0     0 9821.68052    0  500 10212.0000 9821.68052  3.82%     -    5s
     0     0 9821.68450    0  498 10212.0000 9821.68450  3.82%     -    5s
H    0     0                    10208.000000 9821.68450  3.78%     -    5s
     0     0 9825.21577    0  498 10208.0000 9825.21577  3.75%     -    6s
     0     0 9825.84934    0  497 10208.0000 9825.84934  3.74%     -    6s
     0     0 9825.89042    0  497 10208.0000 9825.89042  3.74%     -    6s
H    0     0                    10200.000000 9825.89042  3.67%     -    6s
     0     0 9828.76341    0  512 10200.0000 9828.76341  3.64%     -    6s
     0     0 9829.36982    0  539 10200.0000 9829.36982  3.63%     -    6s
     0     0 9829.75980    0  522 10200.0000 9829.75980  3.63%     -    6s
     0     0 9829.90574    0  524 10200.0000 9829.90574  3.63%     -    6s
     0     0 9829.97483    0  543 10200.0000 9829.97483  3.63%     -    6s
     0     0 9829.99578    0  546 10200.0000 9829.99578  3.63%     -    6s
     0     0 9832.84431    0  548 10200.0000 9832.84431  3.60%     -    6s
     0     0 9833.14954    0  561 10200.0000 9833.14954  3.60%     -    7s
     0     0 9833.19315    0  574 10200.0000 9833.19315  3.60%     -    7s
     0     0 9835.29382    0  565 10200.0000 9835.29382  3.58%     -    7s
H    0     0                    10196.000000 9835.29382  3.54%     -    7s
H    0     0                    10160.000000 9835.29382  3.20%     -    7s
     0     0 9835.70799    0  597 10160.0000 9835.70799  3.19%     -    7s
     0     0 9836.03490    0  601 10160.0000 9836.03490  3.19%     -    7s
     0     0 9836.09762    0  593 10160.0000 9836.09762  3.19%     -    7s
     0     0 9836.85631    0  600 10160.0000 9836.85631  3.18%     -    7s
H    0     0                    10156.000000 9836.85631  3.14%     -    7s
     0     0 9837.22714    0  617 10156.0000 9837.22714  3.14%     -    7s
     0     0 9837.35613    0  606 10156.0000 9837.35613  3.14%     -    8s
     0     0 9837.43024    0  611 10156.0000 9837.43024  3.14%     -    8s
     0     0 9837.88884    0  630 10156.0000 9837.88884  3.13%     -    8s
     0     0 9838.17209    0  651 10156.0000 9838.17209  3.13%     -    8s
     0     0 9838.29181    0  656 10156.0000 9838.29181  3.13%     -    8s
     0     0 9838.35669    0  652 10156.0000 9838.35669  3.13%     -    8s
     0     0 9841.51651    0  652 10156.0000 9841.51651  3.10%     -    8s
     0     0 9841.76879    0  651 10156.0000 9841.76879  3.09%     -    8s
     0     0 9841.84908    0  669 10156.0000 9841.84908  3.09%     -    8s
     0     0 9843.46072    0  657 10156.0000 9843.46072  3.08%     -    9s
     0     0 9844.07669    0  681 10156.0000 9844.07669  3.07%     -    9s
     0     0 9844.13751    0  687 10156.0000 9844.13751  3.07%     -    9s
     0     0 9845.04097    0  673 10156.0000 9845.04097  3.06%     -    9s
     0     0 9845.28622    0  701 10156.0000 9845.28622  3.06%     -    9s
     0     0 9845.38015    0  702 10156.0000 9845.38015  3.06%     -    9s
     0     0 9846.38515    0  705 10156.0000 9846.38515  3.05%     -   10s
     0     0 9846.82023    0  708 10156.0000 9846.82023  3.04%     -   10s
     0     0 9847.02950    0  709 10156.0000 9847.02950  3.04%     -   10s
     0     0 9847.07346    0  697 10156.0000 9847.07346  3.04%     -   10s
     0     0 9847.50143    0  706 10156.0000 9847.50143  3.04%     -   10s
     0     0 9847.67693    0  734 10156.0000 9847.67693  3.04%     -   10s
     0     0 9847.75312    0  738 10156.0000 9847.75312  3.04%     -   11s
     0     0 9848.30851    0  733 10156.0000 9848.30851  3.03%     -   11s
     0     0 9848.30851    0  720 10156.0000 9848.30851  3.03%     -   11s
     0     2 9848.31669    0  717 10156.0000 9848.31669  3.03%     -   13s
     7    16 9900.12101    3  483 10156.0000 9849.26424  3.02%  2028   15s
    47    59 9907.27880    6  496 10156.0000 9858.50810  2.93%  2265   20s
   109   117 9914.83473    9  469 10156.0000 9860.54508  2.91%  1953   25s
H  114   117                    10140.000000 9860.54508  2.76%  1936   25s
   203   201 9945.85827   16  394 10140.0000 9860.54508  2.76%  1718   30s
   259   256 9990.47370   21  405 10140.0000 9860.54508  2.76%  1774   35s
   453   405 9878.37979   11  526 10140.0000 9862.07406  2.74%  1590   40s
   557   505     cutoff   27      10140.0000 9862.07406  2.74%  1602   47s
   688   605 9893.83865    9  537 10140.0000 9862.07406  2.74%  1551   50s
   862   753 9926.71607   12  449 10140.0000 9862.07406  2.74%  1519   55s
   991   872 10019.3840   17  363 10140.0000 9862.07406  2.74%  1524   60s
  1184  1031 9867.39723    6  581 10140.0000 9866.66712  2.70%  1472   65s
  1467  1174 10122.4327   57  351 10140.0000 9866.66712  2.70%  1406   73s
  1473  1178 9976.23459   39  552 10140.0000 9866.66712  2.70%  1400   75s
  1493  1191 10088.1254   22  782 10140.0000 9866.66712  2.70%  1381   80s
  1499  1195 9969.07460   38  760 10140.0000 9866.66712  2.70%  1376   86s
  1500  1199 9866.66712   13  692 10140.0000 9866.66712  2.70%  1399   90s
  1506  1209 9901.20491   15  569 10140.0000 9866.66712  2.70%  1402   99s
  1514  1214 9909.90223   16  571 10140.0000 9866.66712  2.70%  1407  101s
  1538  1230 9934.84408   17  540 10140.0000 9866.66712  2.70%  1427  105s
  1575  1258 9926.46059   20  493 10140.0000 9867.38632  2.69%  1445  111s
  1610  1280 9956.00850   22  467 10140.0000 9867.38632  2.69%  1459  115s
  1683  1324 9998.10795   29  403 10140.0000 9867.38632  2.69%  1481  120s
  1764  1363 9993.65286   37  436 10140.0000 9867.38632  2.69%  1493  125s
  1833  1386 10102.0611   45  367 10140.0000 9867.38632  2.69%  1484  130s
  1910  1400     cutoff   60      10140.0000 9867.40564  2.69%  1480  137s
  1958  1446 9878.67573   19  597 10140.0000 9867.40564  2.69%  1477  140s
  2044  1466 9896.61046   20  588 10140.0000 9867.40564  2.69%  1463  145s
  2173  1543 9893.61896   22  566 10140.0000 9867.40564  2.69%  1450  150s
  2358  1641 9909.17186   28  511 10140.0000 9867.40564  2.69%  1431  156s
  2503  1702 9932.01937   32  489 10140.0000 9867.40564  2.69%  1410  160s
  2662  1784 9974.60842   36  354 10140.0000 9867.40564  2.69%  1391  165s
  2886  1771 9979.80517   45  391 10140.0000 9867.40564  2.69%  1347  171s
  2925  1777 9997.07880   49  373 10140.0000 9867.40564  2.69%  1347  176s
  2999  1853 10058.2316   66  267 10140.0000 9874.49481  2.62%  1358  182s
  3122  1901 9938.37011   20  562 10140.0000 9874.49481  2.62%  1365  187s
  3262  2001 10005.2104   25  416 10140.0000 9874.49481  2.62%  1367  192s
  3385  2019 10137.6498   32  390 10140.0000 9876.39224  2.60%  1354  195s
  3650  2035 9933.28865   25  466 10140.0000 9877.30862  2.59%  1324  200s

Cutting planes:
  Cover: 15
  Clique: 215
  MIR: 362
  StrongCG: 219
  Flow cover: 68
  GUB cover: 113
  Zero half: 14
  Mod-K: 3
  Relax-and-lift: 1

Explored 3709 nodes (4936809 simplex iterations) in 200.01 seconds (661.84 work units)
Thread count was 8 (of 8 available processors)

Solution count 10: 10140 10156 10160 ... 10388

Time limit reached
Best objective 1.014000000000e+04, best bound 9.880000000000e+03, gap 2.5641%

Gurobi 9.5.2 (mac64[arm]) logging started Mon Apr 24 17:59:07 2023

Set parameter LogFile to value "Java/output/iterative_model/scenario_seed_4_nJob_50_machineCount_1/mip_increment_1/log.txt"
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (mac64[arm])
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 2490 rows, 9884 columns and 124935 nonzeros
Model fingerprint: 0x644a11fd
Variable types: 0 continuous, 9884 integer (9884 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+02]
  Objective range  [2e+02, 2e+05]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+00]
Found heuristic solution: objective 599455.00000
Presolve removed 1170 rows and 979 columns
Presolve time: 0.13s
Presolved: 1320 rows, 8905 columns, 113041 nonzeros
Variable types: 0 continuous, 8905 integer (8903 binary)
Found heuristic solution: objective 316409.00000

Root relaxation: objective 4.366065e+03, 3927 iterations, 0.15 seconds (0.28 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 4366.06481    0   62 316409.000 4366.06481  98.6%     -    0s
H    0     0                    98144.000000 4366.06481  95.6%     -    0s
H    0     0                    89169.000000 4366.06481  95.1%     -    0s
H    0     0                    18265.000000 4366.06481  76.1%     -    0s
H    0     0                    18253.000000 4366.06481  76.1%     -    0s
     0     0 4368.82844    0  112 18253.0000 4368.82844  76.1%     -    0s
H    0     0                    4378.0000000 4368.82844  0.21%     -    0s
     0     0 4369.05292    0   52 4378.00000 4369.05292  0.20%     -    0s
     0     0 4369.05292    0   61 4378.00000 4369.05292  0.20%     -    1s
     0     0 4369.05292    0   68 4378.00000 4369.05292  0.20%     -    1s
     0     0 4369.45979    0   84 4378.00000 4369.45979  0.20%     -    1s
     0     0 4369.47223    0   80 4378.00000 4369.47223  0.19%     -    1s
     0     0 4369.47223    0   81 4378.00000 4369.47223  0.19%     -    1s
     0     0 4370.19121    0  147 4378.00000 4370.19121  0.18%     -    1s
     0     0 4370.33140    0  126 4378.00000 4370.33140  0.18%     -    1s
     0     0 4370.33403    0  142 4378.00000 4370.33403  0.18%     -    1s
     0     0 4370.67237    0  133 4378.00000 4370.67237  0.17%     -    1s
     0     0 4371.04836    0  144 4378.00000 4371.04836  0.16%     -    1s
     0     0 4371.08172    0  134 4378.00000 4371.08172  0.16%     -    1s
     0     0 4371.09095    0  142 4378.00000 4371.09095  0.16%     -    1s
     0     0 4371.09284    0  146 4378.00000 4371.09284  0.16%     -    1s
     0     0 4371.09284    0  146 4378.00000 4371.09284  0.16%     -    1s
     0     0 4371.56516    0  159 4378.00000 4371.56516  0.15%     -    1s
     0     0 4371.87086    0  171 4378.00000 4371.87086  0.14%     -    1s
     0     0 4371.88739    0  184 4378.00000 4371.88739  0.14%     -    1s
     0     0 4371.90024    0  183 4378.00000 4371.90024  0.14%     -    1s
     0     0 4371.90474    0  175 4378.00000 4371.90474  0.14%     -    1s
     0     0 4371.90474    0  176 4378.00000 4371.90474  0.14%     -    1s
     0     0 4371.98715    0  181 4378.00000 4371.98715  0.14%     -    1s
     0     0 4372.00750    0  181 4378.00000 4372.00750  0.14%     -    1s
     0     0 4372.00750    0  187 4378.00000 4372.00750  0.14%     -    1s
     0     0 4372.25127    0  195 4378.00000 4372.25127  0.13%     -    1s
     0     0 4372.31757    0  206 4378.00000 4372.31757  0.13%     -    1s
     0     0 4372.34441    0  191 4378.00000 4372.34441  0.13%     -    1s
     0     0 4372.34538    0  187 4378.00000 4372.34538  0.13%     -    1s
     0     0 4372.49131    0  188 4378.00000 4372.49131  0.13%     -    1s
